detail_id,invoice_id,product_id,ten_san_pham,so_luong,don_gia,giam_gia_pct,thanh_tien
1047,293,11,Phở bò,4,104000,0,416000
1048,293,48,Kính cường lực #48,3,245000,15,624750
1049,293,59,Nem chua #59,2,194000,0,388000
1050,293,25,Samsung Galaxy A55,7,564000,15,3355800
1051,294,48,Kính cường lực #48,9,245000,15,1874250
1052,294,11,Phở bò,8,104000,0,832000
1053,294,13,Cơm gà,6,128000,0,768000
1054,295,44,OPPO Reno12 #44,2,1171000,0,2342000
1055,295,24,iPhone 15,2,26000,0,52000
1056,295,26,Xiaomi 14T,10,263000,0,2630000
1057,295,11,Phở bò,2,104000,10,187200
1058,295,28,Vivo V30,6,437000,0,2622000
1059,296,59,Nem chua #59,6,194000,15,989400
1060,296,20,Nem chua,3,704000,10,1900800
1061,296,39,Samsung Galaxy A55 #39,10,482000,10,4338000
1062,296,44,OPPO Reno12 #44,4,1171000,0,4684000
1063,296,35,Kính cường lực,7,490000,0,3430000
1064,297,15,Cháo sườn,5,442000,10,1989000
1065,297,28,Vivo V30,2,437000,0,874000
1066,297,6,Trà sữa trân châu,10,77000,5,731500
1067,297,35,Kính cường lực,4,490000,5,1862000
1068,298,24,iPhone 15,3,26000,5,74100
1069,298,7,Nước chanh,7,645000,0,4515000
1070,299,37,Cáp sạc USB-C #37,5,444000,0,2220000
1071,299,41,Mì Quảng #41,4,15000,15,51000
1072,299,8,Soda chanh leo,9,1004000,5,8584200
1073,299,57,Ốp lưng điện thoại #57,2,16000,0,32000
1074,300,13,Cơm gà,8,128000,0,1024000
1075,300,45,Xiaomi 14T #45,3,867000,0,2601000
1076,301,10,Xôi gà,1,297000,0,297000
1077,301,15,Cháo sườn,6,442000,5,2519400
1078,301,39,Samsung Galaxy A55 #39,3,482000,0,1446000
1079,301,44,OPPO Reno12 #44,2,1171000,10,2107800
1080,301,17,Khoai tây chiên,6,447000,10,2413800
1081,302,25,Samsung Galaxy A55,7,564000,5,3750600
1082,303,9,Bánh mì thịt,1,528000,0,528000
1083,303,47,Chè đậu đỏ #47,2,710000,0,1420000
1084,303,39,Samsung Galaxy A55 #39,2,482000,5,915800
1085,303,27,OPPO Reno12,9,556000,0,5004000
1086,303,45,Xiaomi 14T #45,1,867000,10,780300
1087,303,18,Bánh tráng trộn,10,43000,10,387000
1088,304,39,Samsung Galaxy A55 #39,7,482000,0,3374000
1089,304,48,Kính cường lực #48,10,245000,0,2450000
1090,305,5,Sinh tố bơ,10,570000,10,5130000
1091,305,41,Mì Quảng #41,2,15000,0,30000
1092,305,57,Ốp lưng điện thoại #57,2,16000,0,32000
1093,305,49,Bánh cuốn #49,10,781000,15,6638500
1094,305,8,Soda chanh leo,3,1004000,0,3012000
1095,305,26,Xiaomi 14T,9,263000,5,2248650
1096,306,9,Bánh mì thịt,5,528000,0,2640000
1097,306,60,Ốp lưng điện thoại #60,2,337000,0,674000
1098,307,1,Cà phê đen,9,631000,5,5395050
1099,307,25,Samsung Galaxy A55,3,564000,10,1522800
1100,307,33,Pin dự phòng 10000mAh,8,379000,15,2577200
1101,307,6,Trà sữa trân châu,6,77000,10,415800
1102,307,28,Vivo V30,6,437000,10,2359800
1103,307,36,Nước cam #36,9,9000,10,72900
1104,308,33,Pin dự phòng 10000mAh,3,379000,10,1023300
1105,308,21,Bánh flan,9,557000,0,5013000
1106,309,26,Xiaomi 14T,7,263000,5,1748950
1107,309,39,Samsung Galaxy A55 #39,2,482000,0,964000
1108,309,17,Khoai tây chiên,7,447000,15,2659650
1109,310,20,Nem chua,3,704000,0,2112000
1110,310,38,iPhone 15 #38,7,190000,5,1263500
1111,310,51,iPhone 15 #51,1,325000,10,292500
1112,310,17,Khoai tây chiên,4,447000,0,1788000
1113,310,43,Xôi gà #43,5,390000,0,1950000
1114,310,49,Bánh cuốn #49,9,781000,0,7029000
1115,311,27,OPPO Reno12,5,556000,0,2780000
1116,311,15,Cháo sườn,2,442000,5,839800
1117,311,24,iPhone 15,4,26000,5,98800
1118,312,10,Xôi gà,9,297000,0,2673000
1119,312,57,Ốp lưng điện thoại #57,10,16000,0,160000
1120,312,37,Cáp sạc USB-C #37,1,444000,0,444000
1121,312,28,Vivo V30,6,437000,5,2490900
1122,313,48,Kính cường lực #48,9,245000,15,1874250
1123,313,13,Cơm gà,3,128000,15,326400
1124,313,26,Xiaomi 14T,3,263000,0,789000
1125,313,1,Cà phê đen,7,631000,10,3975300
1126,314,43,Xôi gà #43,3,390000,5,1111500
1127,314,47,Chè đậu đỏ #47,6,710000,5,4047000
1128,315,33,Pin dự phòng 10000mAh,7,379000,0,2653000
1129,316,7,Nước chanh,5,645000,10,2902500
1130,316,9,Bánh mì thịt,8,528000,0,4224000
1131,317,59,Nem chua #59,1,194000,15,164900
1132,317,11,Phở bò,7,104000,15,618800
1133,317,41,Mì Quảng #41,9,15000,15,114750
1134,317,1,Cà phê đen,6,631000,0,3786000
1135,317,20,Nem chua,9,704000,15,5385600
1136,317,47,Chè đậu đỏ #47,10,710000,0,7100000
1137,318,13,Cơm gà,1,128000,5,121600
1138,318,51,iPhone 15 #51,8,325000,5,2470000
1139,318,37,Cáp sạc USB-C #37,3,444000,0,1332000
1140,319,28,Vivo V30,5,437000,5,2075750
1141,320,51,iPhone 15 #51,10,325000,5,3087500
1142,320,6,Trà sữa trân châu,1,77000,0,77000
1143,320,47,Chè đậu đỏ #47,1,710000,10,639000
1144,321,18,Bánh tráng trộn,8,43000,0,344000
1145,321,41,Mì Quảng #41,2,15000,10,27000
1146,321,37,Cáp sạc USB-C #37,9,444000,0,3996000
1147,321,1,Cà phê đen,7,631000,0,4417000
1148,321,10,Xôi gà,8,297000,0,2376000
1149,321,21,Bánh flan,3,557000,15,1420350
1150,322,18,Bánh tráng trộn,8,43000,15,292400
1151,322,59,Nem chua #59,8,194000,0,1552000
1152,322,27,OPPO Reno12,3,556000,0,1668000
1153,322,10,Xôi gà,7,297000,0,2079000
1154,323,43,Xôi gà #43,4,390000,5,1482000
1155,323,36,Nước cam #36,5,9000,0,45000
1156,323,6,Trà sữa trân châu,7,77000,5,512050
1157,323,17,Khoai tây chiên,9,447000,5,3821850
1158,324,39,Samsung Galaxy A55 #39,3,482000,0,1446000
1159,324,13,Cơm gà,9,128000,0,1152000
1160,324,11,Phở bò,4,104000,0,416000
1161,324,10,Xôi gà,6,297000,5,1692900
1162,324,5,Sinh tố bơ,10,570000,15,4845000
1163,324,8,Soda chanh leo,1,1004000,5,953800
1164,325,15,Cháo sườn,3,442000,0,1326000
1165,325,51,iPhone 15 #51,5,325000,0,1625000
1166,326,51,iPhone 15 #51,10,325000,0,3250000
1167,327,41,Mì Quảng #41,5,15000,0,75000
1168,327,6,Trà sữa trân châu,3,77000,5,219450
1169,328,33,Pin dự phòng 10000mAh,1,379000,10,341100
1170,328,24,iPhone 15,7,26000,15,154700
1171,328,36,Nước cam #36,1,9000,0,9000
1172,328,44,OPPO Reno12 #44,2,1171000,0,2342000
1173,328,48,Kính cường lực #48,6,245000,0,1470000
1174,329,7,Nước chanh,6,645000,0,3870000
1175,330,49,Bánh cuốn #49,5,781000,0,3905000
1176,330,38,iPhone 15 #38,2,190000,15,323000
1177,330,36,Nước cam #36,1,9000,15,7650
1178,331,57,Ốp lưng điện thoại #57,10,16000,5,152000
1179,331,38,iPhone 15 #38,2,190000,0,380000
1180,331,25,Samsung Galaxy A55,3,564000,15,1438200
1181,331,27,OPPO Reno12,10,556000,0,5560000
1182,331,21,Bánh flan,1,557000,10,501300
1183,332,36,Nước cam #36,3,9000,0,27000
1184,332,33,Pin dự phòng 10000mAh,3,379000,0,1137000
1185,332,48,Kính cường lực #48,7,245000,10,1543500
1186,332,20,Nem chua,5,704000,10,3168000
1187,332,59,Nem chua #59,6,194000,0,1164000
1188,333,5,Sinh tố bơ,1,570000,10,513000
1189,333,17,Khoai tây chiên,1,447000,15,379950
1190,333,27,OPPO Reno12,4,556000,15,1890400
1191,333,13,Cơm gà,7,128000,5,851200
1192,333,28,Vivo V30,9,437000,10,3539700
1193,334,41,Mì Quảng #41,1,15000,0,15000
1194,334,27,OPPO Reno12,10,556000,0,5560000
1195,334,21,Bánh flan,10,557000,15,4734500
1196,334,18,Bánh tráng trộn,1,43000,10,38700
1197,335,28,Vivo V30,9,437000,0,3933000
1198,335,27,OPPO Reno12,3,556000,0,1668000
1199,336,13,Cơm gà,4,128000,0,512000
1200,336,27,OPPO Reno12,9,556000,0,5004000
1201,336,7,Nước chanh,1,645000,15,548250
1202,337,26,Xiaomi 14T,1,263000,15,223550
1203,337,13,Cơm gà,1,128000,0,128000
1204,337,43,Xôi gà #43,4,390000,15,1326000
1205,337,28,Vivo V30,5,437000,0,2185000
1206,337,35,Kính cường lực,5,490000,0,2450000
1207,338,24,iPhone 15,10,26000,15,221000
1208,338,35,Kính cường lực,7,490000,0,3430000
1209,338,27,OPPO Reno12,8,556000,0,4448000
1210,338,21,Bánh flan,7,557000,0,3899000
1211,339,20,Nem chua,3,704000,15,1795200
1212,339,49,Bánh cuốn #49,5,781000,0,3905000
1213,340,8,Soda chanh leo,4,1004000,5,3815200
1214,340,44,OPPO Reno12 #44,7,1171000,0,8197000
1215,341,1,Cà phê đen,1,631000,0,631000
1216,342,10,Xôi gà,9,297000,15,2272050
1217,343,17,Khoai tây chiên,3,447000,0,1341000
1218,343,33,Pin dự phòng 10000mAh,1,379000,10,341100
1219,343,36,Nước cam #36,5,9000,15,38250
1220,343,48,Kính cường lực #48,9,245000,0,2205000
1221,344,15,Cháo sườn,4,442000,5,1679600
1222,344,1,Cà phê đen,7,631000,0,4417000
1223,344,24,iPhone 15,6,26000,15,132600
1224,344,5,Sinh tố bơ,5,570000,0,2850000
1225,345,37,Cáp sạc USB-C #37,2,444000,0,888000
1226,345,8,Soda chanh leo,2,1004000,0,2008000
1227,345,36,Nước cam #36,10,9000,0,90000
1228,346,15,Cháo sườn,2,442000,0,884000
1229,346,33,Pin dự phòng 10000mAh,8,379000,15,2577200
1230,346,28,Vivo V30,6,437000,0,2622000
1231,346,37,Cáp sạc USB-C #37,2,444000,0,888000
1232,347,8,Soda chanh leo,3,1004000,0,3012000
1233,347,11,Phở bò,6,104000,0,624000
1234,347,44,OPPO Reno12 #44,3,1171000,5,3337350
1235,347,27,OPPO Reno12,6,556000,0,3336000
1236,348,36,Nước cam #36,8,9000,10,64800
1237,348,13,Cơm gà,9,128000,5,1094400
1238,348,25,Samsung Galaxy A55,9,564000,10,4568400
1239,348,39,Samsung Galaxy A55 #39,4,482000,5,1831600
1240,348,43,Xôi gà #43,2,390000,10,702000
1241,348,27,OPPO Reno12,7,556000,10,3502800
1242,349,38,iPhone 15 #38,9,190000,5,1624500
1243,350,28,Vivo V30,3,437000,10,1179900
1244,350,47,Chè đậu đỏ #47,7,710000,0,4970000
1245,351,15,Cháo sườn,2,442000,15,751400
1246,351,39,Samsung Galaxy A55 #39,10,482000,0,4820000
1247,351,5,Sinh tố bơ,8,570000,10,4104000
1248,351,44,OPPO Reno12 #44,3,1171000,0,3513000
1249,351,38,iPhone 15 #38,3,190000,0,570000
1250,351,57,Ốp lưng điện thoại #57,3,16000,0,48000
1251,352,48,Kính cường lực #48,9,245000,15,1874250
1252,352,13,Cơm gà,5,128000,5,608000
1253,353,7,Nước chanh,10,645000,0,6450000
1254,353,6,Trà sữa trân châu,9,77000,0,693000
1255,354,51,iPhone 15 #51,7,325000,0,2275000
1256,354,33,Pin dự phòng 10000mAh,5,379000,0,1895000
1257,354,24,iPhone 15,9,26000,5,222300
1258,355,60,Ốp lưng điện thoại #60,8,337000,5,2561200
1259,355,8,Soda chanh leo,6,1004000,15,5120400
1260,356,27,OPPO Reno12,2,556000,0,1112000
1261,356,10,Xôi gà,6,297000,10,1603800
1262,357,21,Bánh flan,10,557000,0,5570000
1263,358,6,Trà sữa trân châu,10,77000,5,731500
1264,359,28,Vivo V30,4,437000,0,1748000
1265,359,41,Mì Quảng #41,7,15000,15,89250
1266,359,51,iPhone 15 #51,6,325000,0,1950000
1267,360,5,Sinh tố bơ,8,570000,10,4104000
1268,360,39,Samsung Galaxy A55 #39,1,482000,0,482000
1269,361,24,iPhone 15,4,26000,15,88400
1270,362,45,Xiaomi 14T #45,5,867000,0,4335000
1271,362,13,Cơm gà,10,128000,5,1216000
1272,362,36,Nước cam #36,1,9000,15,7650
1273,363,49,Bánh cuốn #49,1,781000,0,781000
1274,363,10,Xôi gà,5,297000,10,1336500
1275,364,17,Khoai tây chiên,10,447000,0,4470000
1276,364,8,Soda chanh leo,6,1004000,0,6024000
1277,364,27,OPPO Reno12,2,556000,0,1112000
1278,365,11,Phở bò,1,104000,0,104000
1279,365,49,Bánh cuốn #49,5,781000,5,3709750
1280,366,35,Kính cường lực,8,490000,0,3920000
1281,366,38,iPhone 15 #38,1,190000,10,171000
1282,366,9,Bánh mì thịt,1,528000,15,448800
1283,366,43,Xôi gà #43,4,390000,15,1326000
1284,366,51,iPhone 15 #51,9,325000,0,2925000
1285,367,24,iPhone 15,7,26000,5,172900
1286,368,10,Xôi gà,7,297000,0,2079000
1287,368,9,Bánh mì thịt,7,528000,0,3696000
1288,368,18,Bánh tráng trộn,2,43000,0,86000
1289,368,41,Mì Quảng #41,6,15000,10,81000
1290,369,6,Trà sữa trân châu,3,77000,15,196350
1291,369,59,Nem chua #59,4,194000,0,776000
1292,369,15,Cháo sườn,10,442000,0,4420000
1293,369,48,Kính cường lực #48,10,245000,5,2327500
1294,370,44,OPPO Reno12 #44,5,1171000,0,5855000
1295,371,45,Xiaomi 14T #45,4,867000,15,2947800
1296,371,43,Xôi gà #43,5,390000,0,1950000
1297,371,57,Ốp lưng điện thoại #57,1,16000,0,16000
1298,372,48,Kính cường lực #48,6,245000,15,1249500
1299,372,59,Nem chua #59,10,194000,5,1843000
1300,372,17,Khoai tây chiên,1,447000,10,402300
1301,372,44,OPPO Reno12 #44,10,1171000,0,11710000
1302,373,35,Kính cường lực,6,490000,0,2940000
1303,373,1,Cà phê đen,7,631000,0,4417000
1304,373,15,Cháo sườn,9,442000,15,3381300
1305,373,47,Chè đậu đỏ #47,1,710000,5,674500
1306,373,57,Ốp lưng điện thoại #57,3,16000,15,40800
1307,373,25,Samsung Galaxy A55,8,564000,15,3835200
1308,374,17,Khoai tây chiên,10,447000,0,4470000
1309,374,39,Samsung Galaxy A55 #39,6,482000,0,2892000
1310,374,21,Bánh flan,1,557000,0,557000
1311,374,37,Cáp sạc USB-C #37,5,444000,10,1998000
1312,374,20,Nem chua,2,704000,15,1196800
1313,375,44,OPPO Reno12 #44,8,1171000,5,8899600
1314,375,57,Ốp lưng điện thoại #57,6,16000,0,96000
1315,375,36,Nước cam #36,9,9000,10,72900
1316,375,11,Phở bò,3,104000,10,280800
1317,375,18,Bánh tráng trộn,7,43000,5,285950
1318,376,9,Bánh mì thịt,1,528000,10,475200
1319,377,51,iPhone 15 #51,4,325000,0,1300000
1320,377,6,Trà sữa trân châu,8,77000,10,554400
1321,377,28,Vivo V30,7,437000,0,3059000
1322,377,43,Xôi gà #43,4,390000,5,1482000
1323,378,24,iPhone 15,5,26000,15,110500
1324,378,51,iPhone 15 #51,5,325000,0,1625000
1325,378,28,Vivo V30,7,437000,15,2600150
1326,379,57,Ốp lưng điện thoại #57,3,16000,10,43200
1327,379,35,Kính cường lực,7,490000,0,3430000
1328,379,36,Nước cam #36,9,9000,5,76950
1329,380,44,OPPO Reno12 #44,6,1171000,10,6323400
1330,380,13,Cơm gà,3,128000,5,364800
1331,380,39,Samsung Galaxy A55 #39,4,482000,0,1928000
1332,380,18,Bánh tráng trộn,3,43000,10,116100
1333,380,41,Mì Quảng #41,2,15000,15,25500
1334,381,5,Sinh tố bơ,7,570000,0,3990000
1335,382,39,Samsung Galaxy A55 #39,1,482000,15,409700
1336,383,24,iPhone 15,5,26000,15,110500
1337,383,33,Pin dự phòng 10000mAh,1,379000,0,379000
1338,383,20,Nem chua,2,704000,0,1408000
1339,383,25,Samsung Galaxy A55,1,564000,15,479400
1340,383,39,Samsung Galaxy A55 #39,10,482000,0,4820000
1341,383,49,Bánh cuốn #49,2,781000,5,1483900
1342,384,8,Soda chanh leo,8,1004000,0,8032000
1343,385,8,Soda chanh leo,6,1004000,15,5120400
1344,385,21,Bánh flan,8,557000,0,4456000
1345,385,43,Xôi gà #43,3,390000,0,1170000
1346,385,39,Samsung Galaxy A55 #39,1,482000,0,482000
1347,386,59,Nem chua #59,2,194000,0,388000
1348,386,1,Cà phê đen,10,631000,0,6310000
1349,386,17,Khoai tây chiên,9,447000,0,4023000
1350,386,57,Ốp lưng điện thoại #57,9,16000,10,129600
1351,386,26,Xiaomi 14T,3,263000,0,789000
1352,387,13,Cơm gà,5,128000,0,640000
1353,388,49,Bánh cuốn #49,4,781000,0,3124000
1354,388,44,OPPO Reno12 #44,3,1171000,0,3513000
1355,388,51,iPhone 15 #51,5,325000,5,1543750
1356,388,41,Mì Quảng #41,2,15000,10,27000
1357,389,44,OPPO Reno12 #44,10,1171000,5,11124500
1358,389,27,OPPO Reno12,7,556000,0,3892000
1359,389,35,Kính cường lực,10,490000,0,4900000
1360,389,10,Xôi gà,6,297000,15,1514700
1361,390,28,Vivo V30,1,437000,0,437000
1362,390,57,Ốp lưng điện thoại #57,3,16000,0,48000
1363,390,37,Cáp sạc USB-C #37,7,444000,0,3108000
1364,390,41,Mì Quảng #41,6,15000,0,90000
1365,391,11,Phở bò,1,104000,15,88400
1366,391,1,Cà phê đen,6,631000,0,3786000
1367,391,35,Kính cường lực,8,490000,10,3528000
1368,392,57,Ốp lưng điện thoại #57,2,16000,10,28800
1369,392,21,Bánh flan,5,557000,15,2367250
1370,393,20,Nem chua,8,704000,0,5632000
1371,393,7,Nước chanh,5,645000,5,3063750
1372,393,49,Bánh cuốn #49,2,781000,0,1562000
1373,394,5,Sinh tố bơ,7,570000,0,3990000
1374,394,28,Vivo V30,9,437000,10,3539700
1375,394,1,Cà phê đen,1,631000,0,631000
1376,394,47,Chè đậu đỏ #47,1,710000,0,710000
1377,394,13,Cơm gà,8,128000,0,1024000
1378,395,35,Kính cường lực,8,490000,5,3724000
1379,395,49,Bánh cuốn #49,2,781000,0,1562000
1380,395,7,Nước chanh,10,645000,0,6450000
1381,395,41,Mì Quảng #41,1,15000,0,15000
1382,395,33,Pin dự phòng 10000mAh,1,379000,0,379000
1383,396,20,Nem chua,6,704000,10,3801600
1384,397,8,Soda chanh leo,10,1004000,5,9538000
1385,397,26,Xiaomi 14T,5,263000,15,1117750
1386,397,36,Nước cam #36,3,9000,0,27000
1387,398,45,Xiaomi 14T #45,10,867000,5,8236500
1388,398,11,Phở bò,8,104000,0,832000
1389,398,57,Ốp lưng điện thoại #57,6,16000,15,81600
1390,398,25,Samsung Galaxy A55,8,564000,0,4512000
1391,399,21,Bánh flan,2,557000,5,1058300
1392,399,8,Soda chanh leo,1,1004000,0,1004000
1393,400,21,Bánh flan,6,557000,0,3342000
1394,400,57,Ốp lưng điện thoại #57,8,16000,15,108800
1395,400,51,iPhone 15 #51,3,325000,10,877500
1396,401,51,iPhone 15 #51,7,325000,0,2275000
1397,401,20,Nem chua,5,704000,10,3168000
1398,401,41,Mì Quảng #41,2,15000,0,30000
1399,401,8,Soda chanh leo,8,1004000,0,8032000
1400,401,27,OPPO Reno12,2,556000,0,1112000
1401,402,45,Xiaomi 14T #45,2,867000,0,1734000
1402,402,37,Cáp sạc USB-C #37,7,444000,0,3108000
1403,402,26,Xiaomi 14T,3,263000,5,749550
1404,402,11,Phở bò,9,104000,5,889200
1405,402,60,Ốp lưng điện thoại #60,9,337000,0,3033000
1406,403,44,OPPO Reno12 #44,3,1171000,10,3161700
1407,403,20,Nem chua,5,704000,10,3168000
1408,403,28,Vivo V30,10,437000,5,4151500
1409,403,41,Mì Quảng #41,9,15000,5,128250
1410,404,6,Trà sữa trân châu,10,77000,0,770000
1411,405,41,Mì Quảng #41,4,15000,0,60000
1412,405,10,Xôi gà,4,297000,0,1188000
1413,405,24,iPhone 15,5,26000,15,110500
1414,405,27,OPPO Reno12,10,556000,0,5560000
1415,405,49,Bánh cuốn #49,1,781000,0,781000
1416,406,25,Samsung Galaxy A55,6,564000,5,3214800
1417,406,17,Khoai tây chiên,3,447000,0,1341000
1418,406,35,Kính cường lực,8,490000,5,3724000
1419,406,8,Soda chanh leo,6,1004000,0,6024000
1420,406,59,Nem chua #59,3,194000,0,582000
1421,406,9,Bánh mì thịt,2,528000,0,1056000
1422,407,48,Kính cường lực #48,1,245000,0,245000
1423,407,11,Phở bò,10,104000,15,884000
1424,408,10,Xôi gà,5,297000,15,1262250
1425,409,49,Bánh cuốn #49,8,781000,0,6248000
1426,409,26,Xiaomi 14T,6,263000,0,1578000
1427,409,38,iPhone 15 #38,6,190000,10,1026000
1428,410,15,Cháo sườn,7,442000,0,3094000
1429,411,44,OPPO Reno12 #44,7,1171000,15,6967450
1430,411,38,iPhone 15 #38,2,190000,0,380000
1431,411,21,Bánh flan,9,557000,5,4762350
1432,411,9,Bánh mì thịt,9,528000,0,4752000
1433,411,20,Nem chua,5,704000,15,2992000
1434,411,47,Chè đậu đỏ #47,6,710000,0,4260000
1435,412,57,Ốp lưng điện thoại #57,10,16000,0,160000
1436,412,36,Nước cam #36,5,9000,0,45000
1437,412,11,Phở bò,1,104000,5,98800
1438,412,44,OPPO Reno12 #44,3,1171000,5,3337350
1439,412,47,Chè đậu đỏ #47,3,710000,10,1917000
1440,413,8,Soda chanh leo,8,1004000,0,8032000
1441,413,28,Vivo V30,4,437000,0,1748000
1442,413,1,Cà phê đen,10,631000,0,6310000
1443,414,7,Nước chanh,5,645000,0,3225000
1444,415,27,OPPO Reno12,3,556000,15,1417800
1445,416,37,Cáp sạc USB-C #37,7,444000,0,3108000
1446,416,25,Samsung Galaxy A55,5,564000,0,2820000
1447,416,39,Samsung Galaxy A55 #39,10,482000,0,4820000
1448,416,44,OPPO Reno12 #44,3,1171000,10,3161700
1449,417,60,Ốp lưng điện thoại #60,5,337000,10,1516500
1450,417,20,Nem chua,8,704000,10,5068800
1451,417,33,Pin dự phòng 10000mAh,3,379000,5,1080150
1452,417,9,Bánh mì thịt,7,528000,0,3696000
1453,418,37,Cáp sạc USB-C #37,7,444000,5,2952600
1454,418,47,Chè đậu đỏ #47,1,710000,10,639000
1455,418,60,Ốp lưng điện thoại #60,1,337000,5,320150
1456,418,44,OPPO Reno12 #44,2,1171000,0,2342000
1457,418,59,Nem chua #59,10,194000,0,1940000
1458,418,21,Bánh flan,4,557000,10,2005200
1459,419,41,Mì Quảng #41,3,15000,5,42750
1460,420,7,Nước chanh,5,645000,15,2741250
1461,421,36,Nước cam #36,4,9000,10,32400
1462,421,7,Nước chanh,3,645000,10,1741500
1463,421,11,Phở bò,8,104000,0,832000
1464,421,51,iPhone 15 #51,4,325000,15,1105000
1465,421,59,Nem chua #59,3,194000,0,582000
1466,421,37,Cáp sạc USB-C #37,5,444000,15,1887000
1467,422,15,Cháo sườn,10,442000,0,4420000
1468,423,45,Xiaomi 14T #45,7,867000,5,5765550
1469,423,41,Mì Quảng #41,3,15000,0,45000
1470,423,7,Nước chanh,9,645000,0,5805000
1471,423,11,Phở bò,10,104000,15,884000
1472,423,33,Pin dự phòng 10000mAh,8,379000,15,2577200
1473,424,25,Samsung Galaxy A55,5,564000,0,2820000
1474,424,17,Khoai tây chiên,2,447000,10,804600
1475,424,51,iPhone 15 #51,8,325000,0,2600000
1476,424,20,Nem chua,5,704000,5,3344000
1477,424,48,Kính cường lực #48,7,245000,15,1457750
1478,424,60,Ốp lưng điện thoại #60,2,337000,5,640300
1479,425,39,Samsung Galaxy A55 #39,1,482000,0,482000
1480,425,1,Cà phê đen,3,631000,5,1798350
1481,425,33,Pin dự phòng 10000mAh,8,379000,0,3032000
1482,425,6,Trà sữa trân châu,1,77000,0,77000
1483,425,45,Xiaomi 14T #45,6,867000,10,4681800
1484,426,15,Cháo sườn,10,442000,0,4420000
1485,426,37,Cáp sạc USB-C #37,8,444000,15,3019200
1486,427,48,Kính cường lực #48,7,245000,5,1629250
1487,428,35,Kính cường lực,3,490000,0,1470000
1488,428,37,Cáp sạc USB-C #37,2,444000,15,754800
1489,428,41,Mì Quảng #41,2,15000,5,28500
1490,428,8,Soda chanh leo,8,1004000,0,8032000
1491,428,6,Trà sữa trân châu,4,77000,15,261800
1492,428,1,Cà phê đen,4,631000,0,2524000
1493,429,11,Phở bò,8,104000,0,832000
1494,429,6,Trà sữa trân châu,10,77000,15,654500
1495,429,8,Soda chanh leo,1,1004000,0,1004000
1496,430,60,Ốp lưng điện thoại #60,5,337000,0,1685000
1497,430,20,Nem chua,4,704000,15,2393600
1498,430,59,Nem chua #59,3,194000,5,552900
1499,430,26,Xiaomi 14T,9,263000,0,2367000
1500,430,49,Bánh cuốn #49,2,781000,10,1405800
1501,430,24,iPhone 15,1,26000,15,22100
1502,431,59,Nem chua #59,9,194000,5,1658700
1503,431,8,Soda chanh leo,4,1004000,0,4016000
1504,431,36,Nước cam #36,10,9000,5,85500
1505,431,18,Bánh tráng trộn,9,43000,0,387000
1506,432,39,Samsung Galaxy A55 #39,2,482000,5,915800
1507,432,8,Soda chanh leo,4,1004000,0,4016000
1508,432,9,Bánh mì thịt,10,528000,10,4752000
1509,432,13,Cơm gà,6,128000,0,768000
1510,432,33,Pin dự phòng 10000mAh,4,379000,0,1516000
1511,432,7,Nước chanh,5,645000,5,3063750
1512,433,57,Ốp lưng điện thoại #57,5,16000,5,76000
1513,433,51,iPhone 15 #51,10,325000,0,3250000
1514,434,26,Xiaomi 14T,3,263000,0,789000
1515,434,20,Nem chua,9,704000,15,5385600
1516,434,36,Nước cam #36,6,9000,15,45900
1517,434,7,Nước chanh,1,645000,0,645000
1518,435,43,Xôi gà #43,10,390000,15,3315000
1519,436,6,Trà sữa trân châu,8,77000,10,554400
1520,437,5,Sinh tố bơ,1,570000,0,570000
1521,437,7,Nước chanh,9,645000,10,5224500
1522,438,13,Cơm gà,8,128000,0,1024000
1523,438,44,OPPO Reno12 #44,10,1171000,0,11710000
1524,438,60,Ốp lưng điện thoại #60,6,337000,0,2022000
1525,438,11,Phở bò,6,104000,5,592800
1526,439,59,Nem chua #59,1,194000,0,194000
1527,439,6,Trà sữa trân châu,1,77000,0,77000
1528,439,1,Cà phê đen,8,631000,0,5048000
1529,439,25,Samsung Galaxy A55,5,564000,0,2820000
1530,440,41,Mì Quảng #41,2,15000,15,25500
1531,440,48,Kính cường lực #48,2,245000,0,490000
1532,441,45,Xiaomi 14T #45,6,867000,10,4681800
1533,441,33,Pin dự phòng 10000mAh,5,379000,15,1610750
1534,442,37,Cáp sạc USB-C #37,7,444000,15,2641800
1535,443,24,iPhone 15,6,26000,15,132600
1536,443,33,Pin dự phòng 10000mAh,3,379000,0,1137000
1537,443,60,Ốp lưng điện thoại #60,4,337000,15,1145800
1538,443,21,Bánh flan,8,557000,15,3787600
1539,443,11,Phở bò,8,104000,0,832000
1540,444,9,Bánh mì thịt,10,528000,5,5016000
1541,444,7,Nước chanh,8,645000,0,5160000
1542,444,27,OPPO Reno12,7,556000,5,3697400
1543,445,59,Nem chua #59,9,194000,0,1746000
1544,445,7,Nước chanh,1,645000,10,580500
1545,445,33,Pin dự phòng 10000mAh,6,379000,0,2274000
1546,445,6,Trà sữa trân châu,10,77000,0,770000
1547,446,7,Nước chanh,10,645000,15,5482500
1548,446,10,Xôi gà,10,297000,10,2673000
1549,446,39,Samsung Galaxy A55 #39,5,482000,0,2410000
1550,446,28,Vivo V30,7,437000,5,2906050
1551,446,47,Chè đậu đỏ #47,4,710000,0,2840000
1552,446,21,Bánh flan,1,557000,0,557000
